uri,rdfs_label,locn_geometry
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/44,Carril bici 44,"[[-6.39397171892,39.4698660847],[-6.39412135891,39.4698422518],[-6.39419140161,39.4698302282],[-6.3942250268,39.4698260388],[-6.39427073763,39.4698254159],[-6.39429513938,39.469826375],[-6.39433834292,39.4698359946],[-6.39436562226,39.4698452571],[-6.39439851005,39.4698608245],[-6.39442445127,39.469877472],[-6.39445080041,39.4698974243],[-6.3944706109,39.4699217613],[-6.39455929419,39.4700731977],[-6.3946781714,39.4703037573],[-6.39472789162,39.4704112717],[-6.3948805463,39.4707936593],[-6.39492599633,39.470934269],[-6.3949512963,39.4710209917],[-6.3950003693,39.4712054886],[-6.39500719372,39.4712341247],[-6.39503570602,39.471366204],[-6.39505677443,39.4714768424],[-6.3950861339,39.4716791444],[-6.39509832208,39.4717836987],[-6.39518922697,39.4722797905],[-6.395207559,39.4723864834],[-6.39522985827,39.4725719469],[-6.39526586062,39.4729143601],[-6.3952732067,39.4729698672],[-6.39528973114,39.4730778363],[-6.39530556937,39.4731550465],[-6.39534081526,39.4732956388],[-6.39534628129,39.4733200073],[-6.39534547281,39.4733476484],[-6.39534479703,39.4733657588],[-6.39533965022,39.4733816505],[-6.39533198019,39.473400075],[-6.39532678565,39.4734253815],[-6.39532418068,39.4734545124],[-6.39533037734,39.4734918442],[-6.39533527566,39.4735070194],[-6.39551700998,39.4737683013],[-6.39552320068,39.4737813869],[-6.39552296373,39.4737877373],[-6.39552390997,39.4738030594],[-6.39552321171,39.4738136366],[-6.39550687735,39.4738433803],[-6.3954985702,39.473866675],[-6.39549861823,39.4738938645],[-6.39552417919,39.4739492262],[-6.39555332453,39.4739939576],[-6.39564547504,39.47408924],[-6.39578885614,39.4742049144],[-6.39593250537,39.4742991735],[-6.39614210014,39.4744237157],[-6.39630602102,39.4745015388],[-6.39646896386,39.4745628619],[-6.39666618805,39.4746167138],[-6.39682899086,39.4746533165],[-6.39700506716,39.4746932737],[-6.39720417635,39.4747393399],[-6.39723848176,39.4747454636],[-6.39727240983,39.4747474593],[-6.39743487924,39.4747502741],[-6.39759583287,39.4747509951],[-6.39776239564,39.4747580206],[-6.39821015364,39.4747859069],[-6.39842249739,39.4747986643],[-6.39857121856,39.4748078786],[-6.39891345992,39.4748294629],[-6.39914879657,39.4748443814],[-6.39928453393,39.4748532307],[-6.39935687136,39.4748673256],[-6.39942886705,39.4748905934],[-6.39951167997,39.4749331704],[-6.39959250825,39.474987162],[-6.3997278494,39.4750821091],[-6.39980209245,39.4751335401],[-6.39984174111,39.4751752435],[-6.39986956648,39.4752199864],[-6.39988050191,39.4752508238],[-6.39988656604,39.4753069169],[-6.39988745329,39.4753296695],[-6.39989198104,39.4753863293],[-6.39990074176,39.4754119482],[-6.39992211151,39.4754413803],[-6.39994264465,39.4754606715],[-6.39997681953,39.4754805034],[-6.40001534832,39.4754920001],[-6.4000517726,39.4755003478],[-6.40008458851,39.4755159121],[-6.40010897758,39.4755376435],[-6.40012008631,39.4755654336],[-6.40011979719,39.4755731952],[-6.40011134623,39.4755963105],[-6.40008474656,39.4756200745],[-6.40004968885,39.4756402405],[-6.40002208662,39.4756558654],[-6.39983814057,39.4757440845],[-6.39980353664,39.475762635],[-6.39977344622,39.4757798519],[-6.39972779419,39.4758073135],[-6.39971930594,39.4758151271],[-6.399709394,39.4758285584],[-6.39970888912,39.4758339612]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/45,Carril bici 45,"[[-6.36810447855,39.4938745779],[-6.36804132993,39.4938298935],[-6.3679974393,39.4937959438],[-6.3679499998,39.4937433763],[-6.36792245793,39.4936986745],[-6.36790639567,39.493659588],[-6.36789756518,39.4936260206],[-6.36789702841,39.4935979963],[-6.36789555395,39.4935666553],[-6.36789149901,39.4935233802],[-6.36787732483,39.4934765095],[-6.36786162276,39.4934419626],[-6.36785736918,39.4934138541],[-6.36785831373,39.4933747409],[-6.36786505241,39.4933369948],[-6.36806296422,39.4931027901]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/46,Carril bici 46,"[[-6.36810302329,39.4930460963],[-6.36811798146,39.4930254113],[-6.36814365829,39.4929968038],[-6.36816155624,39.4929812022],[-6.36818837021,39.492970746],[-6.36821768415,39.4929664666],[-6.36824319741,39.4929663383],[-6.36833329314,39.4929688497]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/47,Carril bici 47,"[[-6.36829773485,39.4929010705],[-6.36830564985,39.4928884795],[-6.36827224228,39.492872481],[-6.36825743423,39.4928564918],[-6.36824860663,39.4928369305],[-6.36824772727,39.4928219245],[-6.36826685786,39.4927673166],[-6.36830529857,39.4926690266],[-6.36834830066,39.4925317045],[-6.36836672943,39.492453735],[-6.36838304541,39.4923451125],[-6.36841518863,39.4917545798],[-6.3684265816,39.4915044022],[-6.36843936573,39.4912343867]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/48,Carril bici 48,"[[-6.36844318966,39.4911732703],[-6.36845475325,39.491138414],[-6.36848297352,39.4911148073],[-6.36849701711,39.491104768],[-6.36852008297,39.4910970515],[-6.36854259699,39.4910959136],[-6.36856901979,39.4910958058],[-6.36859356892,39.4910970679],[-6.36863093377,39.4911047406]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/49,Carril bici 49,"[[-6.35477791991,39.4926301162],[-6.3547924123,39.4926414761],[-6.35480241213,39.4926477567],[-6.35481044866,39.492650899],[-6.35481908688,39.4926519027],[-6.35482704687,39.4926524874],[-6.35483675592,39.4926527085],[-6.35484871885,39.4926529808],[-6.35486053389,39.4926525772],[-6.35487076817,39.4926526757],[-6.35488395492,39.4926527069],[-6.3548962748,39.4926527183],[-6.35491245991,39.4926514726],[-6.35493670185,39.4926482581],[-6.35495636457,39.4926422492],[-6.35496487517,39.492637466],[-6.3549746147,39.4926323072],[-6.35499624656,39.4926227449],[-6.35505991094,39.4925833794],[-6.35515397239,39.4925187823],[-6.35520744707,39.4924801816],[-6.35531503827,39.4923965899],[-6.35540882387,39.4923211218],[-6.35549525419,39.4922474933],[-6.35571092532,39.4920613446],[-6.3558223074,39.4919574553],[-6.35585446201,39.491924021],[-6.35586114144,39.4919080316],[-6.35586292055,39.4918931413],[-6.35585939792,39.4918747759],[-6.35585601656,39.4918586921],[-6.35585500639,39.4918441418],[-6.35585446015,39.4918265084],[-6.35585543351,39.4918099856],[-6.35585654475,39.4917989809],[-6.3558553972,39.4917926327],[-6.35585016,39.4917843083],[-6.35584426513,39.4917796008],[-6.35578261771,39.4917422076]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/5,Carril bici 5,"[[-6.37185746131,39.4476543259],[-6.37175013829,39.4474654859],[-6.37174419469,39.4474570472],[-6.37173613888,39.4474510677],[-6.37172685461,39.4474455305],[-6.37171710786,39.4474415497],[-6.37170564072,39.4474403502],[-6.37168703409,39.4474410263],[-6.37159652574,39.4474524544],[-6.37077373659,39.4475636479],[-6.37075945608,39.4475674378],[-6.37074536374,39.4475756192],[-6.37073937316,39.4475845322],[-6.37073970829,39.4475944109],[-6.37074843906,39.4476159959]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/50,Carril bici 50,"[[-6.36461769386,39.4894114914],[-6.36461299035,39.4893982026],[-6.36460380388,39.4893795661],[-6.36458766668,39.4893566021],[-6.36455798082,39.4893289213],[-6.36447878681,39.4892791042],[-6.3643391411,39.4891977853],[-6.36426548087,39.4891542139],[-6.3640933456,39.4890394671],[-6.36402939084,39.4889881711],[-6.36395562827,39.4889292377],[-6.36389278225,39.488876731],[-6.36382345619,39.4888269608],[-6.36370212521,39.4887471748],[-6.36347910932,39.4885985783],[-6.36329438744,39.4884666844],[-6.36318070858,39.4883813042],[-6.36304726334,39.4882800921],[-6.36285993544,39.4881510367],[-6.3626006153,39.4879824336],[-6.36209813982,39.4876551058]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/51,Carril bici 51,"[[-6.3623205465,39.4874472059],[-6.36243770793,39.4875207196],[-6.36294865962,39.4878574132],[-6.36355651348,39.4882553001],[-6.36401563218,39.4885579355],[-6.36435042537,39.4887736259],[-6.3645341969,39.488887762],[-6.36472398721,39.4889967484],[-6.36487173054,39.4890747154],[-6.36498979604,39.4891324756],[-6.3650996836,39.4891826572],[-6.36522365134,39.4892349015],[-6.36546712904,39.4893268466],[-6.36564555134,39.4893865041],[-6.36577588868,39.4894248862],[-6.36594951338,39.4894717608],[-6.36621293425,39.4895321086],[-6.36642878543,39.4895716043],[-6.36654506507,39.4895882457],[-6.36669931562,39.4896092685],[-6.36692898474,39.4896346584],[-6.36709368945,39.4896495131],[-6.36720663838,39.4896606379],[-6.36743444818,39.4896789816],[-6.36765387169,39.4896942513],[-6.36772961068,39.4897009105],[-6.36780441203,39.4897042527],[-6.36785494514,39.4897029258],[-6.36791169137,39.489691853],[-6.3679605355,39.4896789533],[-6.36799407535,39.4896632353],[-6.36803425052,39.4896406646],[-6.36808337113,39.4896063501],[-6.36814460742,39.4895682549],[-6.36819383962,39.4895450654],[-6.36824374249,39.4895181835],[-6.36827815474,39.4894934225],[-6.36829485945,39.4894732036],[-6.36830704961,39.4894458795],[-6.36831932989,39.4894020797],[-6.36832428865,39.4893692366],[-6.36832893081,39.489316613],[-6.36835289916,39.4890662051],[-6.36835487711,39.4890419453]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/52,Carril bici 52,"[[-6.3649995931,39.4895371213],[-6.36510349346,39.4895679603],[-6.36519540154,39.4896027645],[-6.36530251789,39.4896412007],[-6.36538945494,39.4896709487],[-6.36545570635,39.4896936365],[-6.36553122435,39.4897178253],[-6.36561774133,39.4897426203],[-6.36567101641,39.4897551272],[-6.36578684154,39.4897730023],[-6.36590463645,39.4897917385],[-6.36601827711,39.4898079087],[-6.36610327778,39.4898226058],[-6.36633862708,39.4898631616],[-6.36653937709,39.4898944879],[-6.36665056534,39.4899052467],[-6.36676703203,39.4899169488],[-6.36687467462,39.4899230957],[-6.36708630898,39.4899333432],[-6.36726400573,39.489941901],[-6.367432161,39.4899498303],[-6.36760667218,39.4899583154],[-6.36771155149,39.4899672824],[-6.3677829966,39.4899750801],[-6.36781798939,39.4899839488],[-6.36786726608,39.4900024171],[-6.36789398904,39.4900147502],[-6.36793925554,39.4900463771],[-6.36798390977,39.4900942324],[-6.36802972443,39.4901435264],[-6.36806115002,39.4901717795],[-6.36807969689,39.4901850442],[-6.36811110307,39.4902057643],[-6.36816496261,39.4902349964]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/53,Carril bici 53,"[[-6.36867298698,39.4910516098],[-6.36850947197,39.490974934],[-6.36848085094,39.4909608682],[-6.36846905195,39.4909516559],[-6.36846149174,39.4909427751],[-6.36845985764,39.4909377947],[-6.36845832828,39.4909219886],[-6.3684622505,39.4908643024],[-6.36847317256,39.4905244649],[-6.36847072282,39.4904740677],[-6.36847224887,39.4904336141],[-6.36847694375,39.4903977049],[-6.3684880739,39.490368297],[-6.36850618938,39.4903308085],[-6.36852238148,39.4903121081],[-6.36855878613,39.4902767993],[-6.36857836172,39.490265002],[-6.36859962463,39.4902567739],[-6.3686342549,39.4902483777],[-6.36865887295,39.4902397547],[-6.36868644082,39.4902277538],[-6.36872524061,39.4902065725],[-6.36876175512,39.490181573],[-6.36883090749,39.4901357298],[-6.36889354449,39.4901093714],[-6.36896463409,39.4900923848],[-6.36902742285,39.4900864063],[-6.36912775689,39.49008909],[-6.36926758626,39.4901013187],[-6.3697337855,39.4901393488],[-6.36981390457,39.4901451978],[-6.37023614012,39.4901804438],[-6.37042380531,39.4901964607],[-6.37076936378,39.4902237821],[-6.37104379642,39.4902464627],[-6.37111964113,39.490251945],[-6.37142964044,39.4902782757],[-6.37148569658,39.4902826375],[-6.37150483456,39.4902858952],[-6.37152810309,39.4902900534],[-6.37155265733,39.4902969309],[-6.37159637221,39.4903156754],[-6.37163331968,39.4903384534],[-6.37166803998,39.4903679572],[-6.37172324947,39.4904339399],[-6.37177529461,39.4904791363],[-6.37182534679,39.4905127531],[-6.37186161679,39.4905334939],[-6.37189158031,39.4905603006],[-6.37191928925,39.4905985907],[-6.37194671896,39.4906604141],[-6.37195915216,39.490701669],[-6.37196571369,39.4907451303],[-6.37196577786,39.4907514874]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/54,Carril bici 54,"[[-6.36856896852,39.4889555609],[-6.36855684843,39.4891078232],[-6.36853519494,39.4892997434],[-6.36853548362,39.4893343532],[-6.36853922805,39.4893900503],[-6.36854865708,39.4894297589],[-6.3685605955,39.4894654564],[-6.36858483884,39.4894989609],[-6.36861623289,39.4895260362],[-6.36865562473,39.4895495401],[-6.36870214925,39.489569955],[-6.36874584829,39.4895948373],[-6.3687898144,39.4896267287],[-6.36883375263,39.4896734493],[-6.36889492036,39.4897423931],[-6.36893331011,39.4897671551],[-6.36897921076,39.4897900274],[-6.36902651485,39.4898038688],[-6.36908618599,39.4898138707],[-6.3692282162,39.4898240895],[-6.36940029582,39.4898382647],[-6.37063322486,39.4899397544],[-6.37093624558,39.4899647365],[-6.37147801394,39.4900065182],[-6.3715342947,39.4900077913],[-6.37160050476,39.4899994024],[-6.37164670927,39.4899860295],[-6.37170498235,39.4899626311],[-6.37176749928,39.4899253225],[-6.37181091481,39.4898960561],[-6.37188265893,39.4898572642],[-6.37193447184,39.4898360735],[-6.37198691138,39.4898224295],[-6.37205564588,39.4898115081],[-6.37210371591,39.4898090643],[-6.37215298541,39.4898095423],[-6.37221707523,39.4898151111],[-6.37229672146,39.4898309184],[-6.37238326859,39.4898610294],[-6.37246445346,39.4899065312],[-6.37252980681,39.4899632095],[-6.37258963373,39.4900255299],[-6.37264742215,39.4900667694],[-6.37270331883,39.4900983994],[-6.37273392027,39.4901082718],[-6.37278866325,39.4901185061],[-6.37287402251,39.4901237316],[-6.37300016146,39.4901361612],[-6.3736860048,39.4901902011],[-6.37392827842,39.4902055635],[-6.37420634919,39.4902164627],[-6.37451868918,39.4902198131],[-6.37462060373,39.4902187137],[-6.37494484006,39.4902092929],[-6.3751588874,39.4901980626],[-6.37542853756,39.4901775024],[-6.37562208894,39.4901500956],[-6.37600774061,39.4900933577],[-6.37625677476,39.4900561391],[-6.37640968663,39.4900281445],[-6.37647586708,39.4900124549],[-6.37653773529,39.4899903121],[-6.37661706096,39.489942508],[-6.37665786519,39.4899071782],[-6.3767081364,39.4898458191],[-6.37673377395,39.4897939045],[-6.37674762577,39.4897485503],[-6.37675385448,39.4896959621],[-6.37676409424,39.4895903489],[-6.37676855812,39.4895362413]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/55,Carril bici 55,"[[-6.37209725098,39.4908115933],[-6.37210703742,39.4907351931],[-6.37211808314,39.4906958964],[-6.37213501588,39.4906554969],[-6.37215752173,39.4906082205],[-6.37216857497,39.4905969361],[-6.37217521002,39.4905900831],[-6.37218640659,39.4905891005],[-6.37222004283,39.4905849178],[-6.37227992843,39.4905751497],[-6.37235311507,39.4905508523],[-6.37241964731,39.4905198133],[-6.37247800978,39.4904799388],[-6.37255115936,39.4904355028],[-6.37259259546,39.4904180115],[-6.37264177698,39.4904029843],[-6.37268946207,39.4903946466],[-6.37274550067,39.4903902642],[-6.37283255941,39.4903927034],[-6.37311788204,39.4904160071],[-6.37341472976,39.4904396883],[-6.37365739268,39.4904596025],[-6.37385371437,39.4904715725],[-6.37394827868,39.4904762991],[-6.37406488625,39.4904823035],[-6.37442983673,39.4904881745],[-6.37460994952,39.4904870655],[-6.37477763084,39.4904850832],[-6.37494270624,39.490480103],[-6.37506583378,39.4904737336],[-6.37541128608,39.4904510386],[-6.37568880759,39.4904240192],[-6.37609812233,39.4903727472],[-6.37628252487,39.4903443677],[-6.37661326956,39.4902864523],[-6.37689388884,39.4902289363],[-6.37715768739,39.4901665086],[-6.37742418924,39.4900974104],[-6.37776955415,39.4899970733],[-6.37809639295,39.4898893399],[-6.37828717124,39.4898225548],[-6.37854662033,39.4897223272],[-6.37875048232,39.4896386526],[-6.37889069166,39.4895761399],[-6.37900140318,39.4895265116],[-6.37904651253,39.4895058726],[-6.37934201656,39.4893619354],[-6.37954041008,39.4892580685],[-6.37977309019,39.4891288996],[-6.37995247655,39.4890217197],[-6.38011240825,39.4889231637],[-6.38023558606,39.4888410805],[-6.380548835,39.4886170741],[-6.38077730062,39.4884339657],[-6.3809224328,39.4883051382],[-6.38105606802,39.4881790058],[-6.38115543819,39.4880799072],[-6.38141804884,39.487793313],[-6.38154893382,39.4876261296],[-6.3816783924,39.4874473794],[-6.38173498356,39.4873551248],[-6.3819831821,39.4869529116],[-6.3821104636,39.4867513198],[-6.3821673771,39.4866648579],[-6.38227284364,39.4864922265],[-6.38230967797,39.4864492725],[-6.38233539405,39.4864274891],[-6.38235675135,39.4864166712],[-6.38238655054,39.4864074558],[-6.38242091272,39.4864061113],[-6.38245163763,39.4864126884],[-6.38247373533,39.486422602],[-6.38249287314,39.4864385693],[-6.38251545204,39.4864680317],[-6.38253473574,39.4865124853],[-6.38254633009,39.4865419798],[-6.38256611216,39.4866095723]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/56,Carril bici 56,"[[-6.3826855947,39.4865310769],[-6.38272349137,39.4865265752],[-6.38270789837,39.4864323007],[-6.38269845823,39.4863572686],[-6.38269470249,39.4863015715],[-6.38269954614,39.4862716087],[-6.38271138446,39.4862393318],[-6.38272218232,39.4862206255],[-6.38275388408,39.486178079],[-6.38277894945,39.4861296222],[-6.38279963938,39.4860738578],[-6.38280806159,39.4860228634],[-6.38280831087,39.4859666386],[-6.38280809035,39.4858981479],[-6.3828068431,39.4858570283],[-6.38281548143,39.4858002716],[-6.38284157332,39.4857244436],[-6.38291095076,39.4855854301],[-6.38294817314,39.4855141138],[-6.38299233641,39.4854133582],[-6.38302408769,39.4853176783],[-6.38306138628,39.4851878436],[-6.38307911383,39.4851354046],[-6.3831212701,39.4850527292],[-6.3831515206,39.484989971],[-6.38317608835,39.4849299685],[-6.38319180787,39.4848827429],[-6.38320443228,39.4848188668],[-6.38321015525,39.4847807235],[-6.38321656369,39.4847231956],[-6.38321574985,39.4845748773],[-6.38321407372,39.4844855092],[-6.38320230487,39.4842934325],[-6.38316255762,39.4839729087],[-6.3831568477,39.4839126362],[-6.38314669315,39.4838291947],[-6.38312619224,39.4837240991],[-6.38309720567,39.4836064026],[-6.38305908714,39.4834822698],[-6.38299356136,39.483295522],[-6.38275919311,39.4827858058],[-6.38265800221,39.4825831155],[-6.3825126219,39.4822671026],[-6.38242747772,39.4820864007],[-6.38233302961,39.4818759772],[-6.38220523934,39.481638805],[-6.38196800564,39.4812015126],[-6.3819030994,39.4810621076],[-6.38188128128,39.4810124181],[-6.38181551929,39.4808480344],[-6.38178392462,39.4807554589],[-6.38175936138,39.4806695033],[-6.38174270496,39.4805874452],[-6.38173368339,39.4805203893],[-6.38172322037,39.4804272674],[-6.38171878338,39.4803351272],[-6.38172106778,39.480249965],[-6.38172608962,39.4801818682],[-6.38173485035,39.4801063579],[-6.38174637118,39.4800258763],[-6.38176491694,39.4799422575],[-6.38178386039,39.4798763612],[-6.38183041192,39.4797327966],[-6.38187427873,39.479629254],[-6.38192879711,39.4795144168],[-6.38200612543,39.4793863964],[-6.38208466301,39.4792757049],[-6.38218415231,39.4791517882],[-6.38226436811,39.4790633471],[-6.38235217856,39.4789780959],[-6.38243772551,39.4789036072],[-6.38258705665,39.4787894636],[-6.38271197319,39.4787064896],[-6.38286499026,39.4786145176],[-6.38305582265,39.4785129455],[-6.38323228091,39.4784262914],[-6.38338493191,39.478357278],[-6.38355282458,39.4782864963],[-6.38371186818,39.4782249899],[-6.38387665612,39.4781652604],[-6.38406961453,39.4781012472],[-6.38432833101,39.4780171042],[-6.3844832298,39.4779669201],[-6.38459600519,39.4779308533],[-6.38471952462,39.4778935385],[-6.38490670861,39.4778466698],[-6.38503041769,39.4778206176],[-6.38515658053,39.4777999757],[-6.38522255616,39.477789135],[-6.38529608661,39.4777794904],[-6.38550851316,39.4777571552],[-6.38565390141,39.4777480678],[-6.38580286692,39.4777427682],[-6.38597502083,39.4777425215],[-6.38613377758,39.4777444818],[-6.38631456573,39.4777487836],[-6.38657409012,39.4777559299],[-6.38704439549,39.4777657304],[-6.38716070386,39.4777684801],[-6.38741659278,39.4777747714],[-6.38787406776,39.4777852763],[-6.3882376532,39.4777938101],[-6.38831508403,39.477795208],[-6.38847772891,39.477795826],[-6.38863451887,39.4777944061],[-6.38873719142,39.4777909461],[-6.38881659061,39.4777863451],[-6.38892162523,39.4777785831],[-6.38900573738,39.4777701155],[-6.38907125048,39.477763109],[-6.38929329731,39.4777420359],[-6.38945141375,39.4777437049],[-6.38960945111,39.4777485663],[-6.38971828391,39.4777528942],[-6.38982085993,39.4777591154],[-6.38985265026,39.4777614773],[-6.38987347597,39.4777647698],[-6.38989365099,39.4777692247],[-6.38992810541,39.4777815331],[-6.38995932402,39.4777991829],[-6.38999203302,39.4778175723],[-6.39003380838,39.4778417745],[-6.39004998957,39.4778498051],[-6.39007542579,39.4778608684],[-6.39009580745,39.4778679173],[-6.39012634606,39.4778770775],[-6.39015063679,39.4778816584],[-6.39017358098,39.477885133],[-6.39019768961,39.4778876248],[-6.39023256632,39.4778886435],[-6.39027210764,39.4778867068],[-6.39029562407,39.4778829977],[-6.39031727641,39.4778804238],[-6.39033627773,39.4778756718],[-6.39034982125,39.4778715265],[-6.39038052835,39.4778622622],[-6.39042057599,39.4778444642],[-6.39044720814,39.4778329279],[-6.39050739602,39.4778065543],[-6.39054268539,39.4777953751],[-6.3906014616,39.4777824365],[-6.39063771954,39.4777787025],[-6.39067709594,39.477777115],[-6.3908246766,39.4777804287],[-6.39095367699,39.4777833251],[-6.39110746883,39.4777864553],[-6.39123798178,39.4777897889],[-6.39147973546,39.477795115],[-6.39160490714,39.477797628],[-6.39192616239,39.4778044483],[-6.39207922458,39.4778077568],[-6.39213086607,39.4778093192],[-6.39220028669,39.4778132984],[-6.39229581311,39.4778211857],[-6.39237235036,39.4778285527],[-6.39250929451,39.477844337],[-6.39262061192,39.4778553091],[-6.39274049354,39.47786459],[-6.39278353448,39.4778664973],[-6.39283461935,39.4778687027],[-6.39293988275,39.4778710643],[-6.39307500653,39.4778705647],[-6.39319811919,39.4778665],[-6.39331004293,39.4778612426],[-6.3934210482,39.4778540119],[-6.39369570377,39.4778321705],[-6.39385247813,39.477816943],[-6.39408473623,39.4777904739],[-6.39430848434,39.4777640236],[-6.39457910912,39.4777305447],[-6.39483200387,39.4776992166],[-6.39492828412,39.4776855152],[-6.39507213239,39.4776678336],[-6.39523201583,39.4776440231],[-6.39547331496,39.4776061773],[-6.39565292252,39.477577041],[-6.39577307343,39.4775536781],[-6.39591220691,39.4775243806],[-6.39601084045,39.4775033201],[-6.39617850454,39.4774668829],[-6.39657056851,39.4773909535],[-6.39676196932,39.4773589901],[-6.39716295979,39.4772941632],[-6.39734146587,39.4772660296],[-6.39748755839,39.4772379936],[-6.39759627544,39.4772148877],[-6.39770613088,39.4771897474],[-6.39782130094,39.4771585837],[-6.39791887141,39.4771311084],[-6.39826093029,39.4770194647],[-6.39842602125,39.4769643114],[-6.39865840649,39.4768856385],[-6.39883180125,39.4768276103],[-6.39927595519,39.4766736384],[-6.39953991106,39.4765765589],[-6.40016505513,39.4763045611],[-6.4002900598,39.476243506],[-6.40054805237,39.476106744],[-6.40063871363,39.4760548071],[-6.40074948311,39.4759881035],[-6.40086273687,39.4759144266],[-6.401007908,39.4758098079]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/carriles-bici/CarrilBici/57,Carril bici 57,"[[-6.39975247965,39.4758718265],[-6.39965724327,39.4759467293],[-6.39959989324,39.4759887004],[-6.39948799709,39.4760401613],[-6.39878799824,39.4763189345],[-6.39848809212,39.4764326122],[-6.39818310528,39.4765377603],[-6.3979980805,39.476598293],[-6.39771258752,39.4766887075],[-6.39760420268,39.4767171762],[-6.39748161927,39.4767477213],[-6.39700467186,39.4768466165],[-6.39678367986,39.476888525],[-6.39643765167,39.4769563778],[-6.39608735403,39.477024945],[-6.3952648443,39.4771780868],[-6.39498263485,39.4772230775],[-6.39483799973,39.4772495356],[-6.39479282336,39.4772641768],[-6.39471262691,39.4773060451],[-6.3946449168,39.4773407782],[-6.39462922981,39.4773482535],[-6.3946141505,39.4773536826],[-6.39456705032,39.4773629253],[-6.39446487159,39.4773816435],[-6.3939793584,39.4774568936],[-6.39376405945,39.4774824315],[-6.39357531352,39.4775038806],[-6.39331102073,39.4775243169],[-6.39304967426,39.4775369918],[-6.39282526493,39.4775422558],[-6.39274877456,39.4775422757],[-6.39265192642,39.4775422214],[-6.39257917009,39.4775413355],[-6.39231787705,39.477538356],[-6.39209866078,39.4775326127],[-6.39172426236,39.4775246025],[-6.39147998599,39.4775176776],[-6.39095867674,39.4775071233],[-6.3907273529,39.4775019295],[-6.39064021435,39.4774949265],[-6.39059050558,39.4774815549],[-6.39055205268,39.4774655525],[-6.39051840644,39.4774453325],[-6.39046595124,39.4774059467],[-6.39041128796,39.477375883],[-6.3903525855,39.4773543794],[-6.3903011667,39.4773400571],[-6.39023532683,39.477314568],[-6.39018592513,39.4772797967],[-6.39001924699,39.4771602856],[-6.38998174197,39.4771321371],[-6.38994167397,39.4770994585],[-6.38990838523,39.4770641074],[-6.38987093727,39.4770110964],[-6.38983509315,39.476938668],[-6.38982082986,39.4768938575],[-6.38981771419,39.4768777216],[-6.38981195885,39.4768245094],[-6.38981190571,39.4767762076],[-6.38981646388,39.4767159368],[-6.38982552031,39.4766769445],[-6.38983531608,39.4766260833],[-6.38984948159,39.4765882671]]"
